Date,Market,OpenInterest,ProdLong,ProdShort,SwapLong,SwapShort,MMLong,MMShort,OtherLong,OtherShort,ChangeOI,ChangeMMLong,ChangeMMShort,MMNet,SwapNet,ProducerNet,OtherNet,SpecPressure,DealerPressure,ProdPressure,PsychophysicalPositioning,PP_signed,PositionShock,MMNet_EWM,PosMomentum,CrowdingIndex,DivergenceIndex
2017-04-25,,667987,35215,191991,58937,113482,209290,44009,70893,39914,-57034.0,7176.0,3158.0,165281,-54545,-156776,30979,0.24743146198952973,-0.08165578072627162,-0.23469917827742157,0.016144187117642574,0.016144187117642574,0.15230460976177776,114882.89780572538,50398.102194274616,0.5179920827703172,0.32908724271580136
2017-05-02,,656510,34312,192359,60774,103058,197861,49429,71622,35047,-11477.0,-11429.0,5420.0,148432,-42284,-158047,36575,0.22609251953511753,-0.06440724436794565,-0.24073814564896193,-0.08124959282147412,-0.08124959282147412,-0.6604687479207564,117368.01648678277,31063.98351321723,0.45122661584000695,0.2904997639030632
2017-05-09,,637559,35440,175165,61053,78679,149372,49452,73021,31556,-18950.0,-48489.0,23.0,99920,-17626,-139725,41465,0.15672275036506425,-0.027646068834413756,-0.21915618789790436,-0.4618460382116273,-0.4618460382116273,-1.8434632864926581,116075.57082109516,-16155.570821095156,0.25899406009644915,0.184368819199478
2017-05-16,,640232,37548,169093,64361,70983,132485,62562,78220,27886,2673.0,-16886.0,13111.0,69923,-6622,-131545,50334,0.1092150970273276,-0.010343125616963851,-0.2054645815891739,-0.7995076784675926,-0.7995076784675926,-1.1283929454305066,112656.8618713844,-42733.861871384404,0.1401286252630161,0.11955822264429145
2017-05-23,,697601,39399,191408,56856,79828,167181,49520,72475,30525,57369.0,34695.0,-13043.0,117661,-22972,-152009,41950,0.1686651825327085,-0.03292999866685971,-0.21790249727279634,-0.27266588622823607,-0.27266588622823607,1.8128581219697315,113027.53876980038,4633.461230199624,0.3292941460843791,0.2015951811995682
2017-05-30,,625626,38995,192088,56265,91598,181140,49568,72494,32258,-71975.0,13960.0,48.0,131572,-35333,-153093,40236,0.2103045589537519,-0.056476233404621934,-0.24470370476930306,-0.15790286521931937,-0.15790286521931937,0.5279306187874137,114401.20256462997,17170.797435370027,0.3844175605580894,0.2667807923583738
2017-06-06,,728589,40422,210250,62103,118116,236038,61380,82995,43552,102963.0,54898.0,11812.0,174658,-56013,-169828,39443,0.2397208851629657,-0.07687873410111874,-0.23309163328021698,0.12685954916737768,0.12685954916737768,1.614365879019834,118864.66904132404,55793.33095867596,0.5551491712269329,0.3165996192640844
2017-06-13,,682626,35117,197530,60671,109029,220196,65159,79871,37786,-45963.0,-15842.0,3778.0,155037,-48358,-162413,42085,0.22711850998936461,-0.07084113409099566,-0.23792384116631948,0.018479471717286224,0.018479471717286224,-0.7641400953773602,121544.10096418892,33492.899035811075,0.47739943969155296,0.29795964408036024
2017-06-20,,650158,33023,176723,66750,89780,170369,65012,81456,35229,-32468.0,-49826.0,-147.0,105357,-23030,-143700,46227,0.16204830210502677,-0.035422158921369885,-0.22102319743816118,-0.3484963352585503,-0.3484963352585503,-1.8820475401107648,120345.05644832308,-14988.056448323085,0.28053859352277094,0.19747046102639665
2017-06-27,,634481,32514,167204,68320,85498,147874,71142,86448,31023,-15678.0,-22495.0,6130.0,76732,-17178,-134690,55425,0.12093663955264224,-0.027074096781463906,-0.21228374056906354,-0.639900077576796,-0.639900077576796,-1.080560563730793,117114.45967437323,-40382.459674373225,0.16710981490800877,0.14801073633410614
2017-07-03,,650201,34847,158070,74334,56375,131097,93321,83475,30570,15720.0,-16777.0,22180.0,37776,17959,-123223,52905,0.058098957091730095,0.027620689602138416,-0.1895152422097167,-1.3150624512381863,-1.3150624512381863,-1.4528481913536304,111237.53673553077,-73461.53673553077,0.013156925795920371,0.03047826748959168
2017-07-11,,677637,40818,153881,82626,39869,122824,95724,84065,56131,27437.0,-8273.0,2403.0,27100,42757,-113063,27934,0.03999191307440414,0.0630972039602324,-0.1668489176358434,-1.613227204263476,-1.613227204263476,-0.39858219053956595,105005.12660697293,-77905.12660697293,0.0,-0.02310529088582826
2017-07-18,,686311,39462,155835,86656,43127,128121,99301,84538,55314,8674.0,5297.0,3578.0,28820,43529,-116373,29224,0.041992624335031786,0.06342459905203326,-0.1695630698036313,-1.5178015396401612,-1.5178015396401612,0.06418509475179769,99361.7838953453,-70541.7838953453,0.006828269033799932,-0.02143197471700148
2017-07-25,,673706,36752,169612,85129,57165,139571,64523,79639,62352,-12605.0,11450.0,-34778.0,75048,27964,-132860,17287,0.11139577204299798,0.041507719984681744,-0.19720768406396855,-0.5337806529790265,-0.5337806529790265,1.668809472439864,97560.76286606047,-22512.762866060468,0.1903499090887437,0.06988805205831625
2017-08-01,,652786,33605,177698,76557,81719,163695,40922,80641,67773,-20920.0,24124.0,-23602.0,122773,-5162,-144093,12868,0.1880754182840931,-0.007907645078172633,-0.22073543243880844,-0.019617422456813343,-0.019617422456813343,1.6722358615033979,99428.33598709303,23344.66401290697,0.3798145251574075,0.19598306336226573
2017-08-08,,637727,33367,177522,74302,90764,167068,28502,77126,65849,-15059.0,3373.0,-12420.0,138566,-16462,-144155,11277,0.21728106227272798,-0.025813553448419152,-0.22604500044689968,0.11955849825267818,0.11955849825267818,0.5516850409412817,102327.42221027132,36238.577789728675,0.44251153262880416,0.24309461572114713
2017-08-15,,694319,32943,191174,71922,114046,196453,16916,80313,68019,56592.0,29385.0,-11586.0,179537,-42124,-158231,12294,0.25857998988937364,-0.06066951934197393,-0.22789380673724902,0.39025688102834266,0.39025688102834266,1.4008252747513776,108046.65019469567,71490.34980530433,0.6051632829682326,0.3192495092313476
2017-08-22,,741455,34042,209443,74818,126001,209547,13216,85227,66107,47136.0,13095.0,-3700.0,196331,-51183,-175401,19120,0.2647915247722384,-0.06903048735257028,-0.23656324389207706,0.49059619257519205,0.49059619257519205,0.5730824409952008,114586.23166175526,81744.76833824474,0.6718341842203467,0.33382201212480866
2017-08-29,,790158,37606,224623,74073,150026,244971,13075,84204,69661,48703.0,35423.0,-142.0,231896,-75953,-187017,14543,0.29348054439744964,-0.09612381321204114,-0.2366830431382078,0.6580845257973433,0.6580845257973433,1.2049069781407338,123275.84413125487,108620.15586874513,0.8130245261895876,0.38960435760949075
2017-09-05,,860258,42926,235521,74976,162943,262633,13045,86977,71643,70100.0,17662.0,-29.0,249588,-87967,-192595,15334,0.2901315651816083,-0.10225653234262279,-0.223880510265525,0.7363273543320418,0.7363273543320418,0.6088537673316902,132632.3001215323,116955.69987846771,0.947596170227265,0.3923880975242311
2017-09-12,,855055,38032,231841,75671,173484,278311,13377,82549,73064,-5202.0,15678.0,331.0,264934,-97813,-193809,9485,0.30984439597452795,-0.11439381092444345,-0.2266626123465742,0.7934132465241764,0.7934132465241764,0.5322190066858349,142432.42603845583,122501.57396154417,1.0,0.4242382068989714
2017-09-19,,824227,35724,228290,82712,160613,258087,15437,78874,68750,-30829.0,-20224.0,2060.0,242650,-77901,-192566,10124,0.2943970532389742,-0.09451401130999106,-0.23363223966213192,0.7017857265516081,0.7017857265516081,-0.7764407489627023,149855.95003560724,92794.04996439276,0.9063043971845909,0.38891106454896524
2017-09-26,,764017,35628,224631,88401,144927,227673,22942,84949,61663,-60209.0,-30415.0,7505.0,204731,-56526,-189003,23286,0.26796655048251544,-0.0739852647257849,-0.2473806211118339,0.5410435722554569,0.5410435722554569,-1.3282260736103846,153920.76855148817,50810.231448511826,0.7468696653968735,0.3419518152083003
2017-10-03,,736096,34567,217825,85073,136364,208107,22319,82837,56145,-27921.0,-19566.0,-623.0,185788,-51291,-183258,26692,0.2523964265530583,-0.06967977002999609,-0.24895937486414815,0.4470861635553227,0.4470861635553227,-0.6871002638243509,156281.3042143409,29506.695785659103,0.667221675622493,0.32207619658305436
2017-10-10,,743032,36741,217438,79973,137866,202233,21691,86748,52752,6936.0,-5874.0,-628.0,180542,-57893,-180697,33996,0.24298011391164848,-0.07791454473024043,-0.24318871865545494,0.4141203106457789,0.4141203106457789,-0.1970615092228225,158078.3927910564,22463.607208943606,0.645164274241698,0.32089465864188893
2017-10-17,,746761,36636,220348,81350,129716,201340,26329,87427,52792,3729.0,-893.0,4638.0,175011,-48366,-183712,34635,0.23436012325228553,-0.06476771015090504,-0.2460117761907759,0.3769400258548034,0.3769400258548034,-0.20850649400589044,159332.6599917189,15678.340008281113,0.6219085580699143,0.2991278334031906
2017-10-24,,742440,36014,215014,83314,122916,195159,22116,83033,57480,-4321.0,-6182.0,-4213.0,173043,-39602,-179000,25553,0.2330733796670438,-0.05334033726631108,-0.24109692365713054,0.3622353021940847,0.3622353021940847,-0.07438539997218355,160348.24073307303,12694.759266926965,0.6136338790921398,0.2864137169333549
2017-10-31,,725380,33575,212096,85082,121294,182896,16361,86447,56296,-17060.0,-12263.0,-5755.0,166535,-36212,-178521,30151,0.22958311505693568,-0.04992142049684303,-0.24610686812429347,0.324858539893932,0.324858539893932,-0.2473028166587111,160806.51919728986,5728.480802710139,0.586270255724581,0.27950453555377874
2017-11-07,,731832,35857,213016,81913,126020,190188,16626,84833,57043,6452.0,7293.0,265.0,173562,-44107,-177159,27790,0.23716098776768438,-0.06026929677849561,-0.24207605024103893,0.3666373837850907,0.3666373837850907,0.2668919198754132,161751.36962712024,11810.630372879765,0.6158160733957297,0.29743028454618
2017-11-14,,740799,37655,218288,78951,121623,196188,15178,80830,59371,8968.0,5999.0,-1448.0,181010,-42672,-180633,21459,0.24434428232219535,-0.05760266955003989,-0.24383537234796485,0.40086017251601996,0.40086017251601996,0.2910382116772862,163177.93483992614,17832.065160073864,0.6471320332669005,0.30194695187223525
2017-11-21,,735317,39516,219528,76780,126080,191443,14377,83274,54593,-5483.0,-4745.0,-801.0,177066,-49300,-180012,28681,0.2408022662334748,-0.06704591353117091,-0.24480870155320766,0.3700129530464413,0.3700129530464413,-0.15438319174018353,164206.680407339,12859.319592660991,0.6305490384049379,0.30784817976464574
2017-11-28,,667490,32074,215367,73812,148005,214195,9991,80781,49775,-67826.0,22751.0,-4386.0,204204,-74193,-183293,31006,0.30592817869930633,-0.11115222699965542,-0.2746003685448471,0.4968828001391277,0.4968828001391277,1.0578036665762056,167169.4448216102,37034.5551783898,0.7446538341868698,0.41708040569896176
2017-12-05,,642172,34263,194259,81265,118516,170671,30724,83984,43864,-25318.0,-43523.0,20733.0,139947,-37251,-159996,40120,0.2179275957220184,-0.05800782344916938,-0.24914820328510118,0.10991588069844176,0.10991588069844176,-2.3755594192776526,165152.96742741685,-25205.96742741685,0.47447799725859213,0.2759354191711878
2017-12-12,,633192,34006,167728,105493,91378,124217,43764,72436,46303,-8980.0,-46454.0,13040.0,80453,14115,-133722,26133,0.1270594069413385,0.022291816700147824,-0.2111871280748967,-0.44544440205336827,-0.44544440205336827,-2.1040228199675504,158878.89576612672,-78425.89576612672,0.22432873348638127,0.10476759024119067
2017-12-19,,629799,31698,164325,107371,105900,119104,32028,74238,44817,-3393.0,-5113.0,-11735.0,87076,1471,-132627,29421,0.1382599845347484,0.0023356658235405264,-0.21058623465581877,-0.37140127153140257,-0.37140127153140257,0.23479954807088022,153560.16274641364,-66484.16274641364,0.25217588738363733,0.13592431871120786
2017-12-26,,622956,34795,176289,109094,120544,130693,20774,73567,44593,-6843.0,11589.0,-11254.0,109919,-11450,-141494,28974,0.176447453752753,-0.018380110312766873,-0.22713321647114723,-0.14884567412788446,-0.14884567412788446,0.8069362267965515,150327.48402445708,-40408.48402445708,0.34822186903470487,0.19482756406551988
2018-01-02,,691269,40192,197590,111140,139551,171939,19289,74741,55368,68313.0,41246.0,-1484.0,152650,-28411,-157398,19373,0.2208257566880621,-0.04109977447274505,-0.22769428399074745,0.1619118926375393,0.1619118926375393,1.4807137296212105,150499.52224486766,2150.477755132335,0.5278892000302732,0.26192553116080713
2018-01-09,,747536,38492,216408,108479,158684,217821,19781,75062,61041,56267.0,45882.0,492.0,198040,-50205,-177916,14021,0.2649236959825346,-0.06716064510605509,-0.23800325335502237,0.40118010333797127,0.40118010333797127,1.5451256463257872,154021.03911561822,44018.960884381784,0.7187365977951008,0.3320843410885897
2018-01-16,,813562,44007,235074,109877,162627,229913,25946,77780,57442,66025.0,12092.0,6164.0,203967,-52750,-191067,20338,0.25070861225081803,-0.06483832824050287,-0.2348524144441358,0.4099948897583177,0.4099948897583177,0.20175631249227272,157720.73992186872,46246.26007813128,0.7436573408343634,0.3155469404913209
2018-01-23,,820887,45220,240990,111102,163697,236333,24504,73362,55384,7326.0,6420.0,-1442.0,211829,-52595,-195770,17978,0.25804891538055785,-0.06407093790010074,-0.23848593046302352,0.42643072684757183,0.42643072684757183,0.26757700071473134,161728.75918691547,50100.24081308453,0.7767140106124439,0.3221198532806586
2018-01-30,,777810,40340,231991,110466,161939,237876,23281,71027,59835,-43078.0,1542.0,-1223.0,214595,-51473,-191651,11192,0.27589642714801815,-0.06617682981705043,-0.2463982206451447,0.4197775789523086,0.4197775789523086,0.09423638006638985,165644.77702492173,48950.22297507827,0.7883439710049867,0.3420732569650686
2018-02-06,,760071,44022,225123,109351,151005,215397,23971,70178,53433,-17739.0,-22479.0,690.0,191426,-41654,-181101,16745,0.2518527874369631,-0.05480277500391411,-0.23826853017678612,0.28987290410187694,0.28987290410187694,-0.783524375415678,167554.49724529788,23871.502754702116,0.6909272854175601,0.3066555624408772
2018-02-13,,746321,41764,217730,102685,138414,195737,16026,68949,56211,-13749.0,-19660.0,-7945.0,179711,-35729,-175966,12738,0.24079585057904038,-0.04787350215255902,-0.235777902537916,0.21183432678425204,0.21183432678425204,-0.39575577808386325,168454.97893083136,11256.021069168637,0.6416702405879732,0.2886693527315994
2018-02-20,,774163,50672,230684,101458,152411,200662,13344,69057,49149,27841.0,4925.0,-2682.0,187318,-50953,-180012,19908,0.24196196408249943,-0.06581688869139961,-0.2325246750361358,0.2395195730556451,0.2395195730556451,0.2573344825495169,169852.23975076978,17465.760249230225,0.6736547339741163,0.30777885277389905
2018-02-27,,726602,47943,224580,108787,137015,184462,26828,71171,45284,-47560.0,-16200.0,13484.0,157634,-28228,-176637,25887,0.2169468292132419,-0.038849328793479784,-0.24310007404328643,0.06231376770181246,0.06231376770181246,-1.0095441777174377,168947.18495441644,-11313.184954416443,0.5488449927260189,0.2557961580067217
2018-03-06,,723005,44894,221476,108965,147614,184499,22687,70717,39192,-3597.0,37.0,-4141.0,161812,-38649,-176582,31525,0.223804814627838,-0.05345606185296091,-0.2442334423690016,0.07969308315589009,0.07969308315589009,0.14343386289522503,168418.6527355708,-6606.652735570795,0.5664118671005828,0.2772608764807989
2018-03-13,,732155,43405,215922,110570,134303,171295,25636,67255,38352,9150.0,-13204.0,2949.0,145659,-23733,-172517,28903,0.1989455784635767,-0.03241526725898205,-0.23562906761546393,-0.03773142841560738,-0.03773142841560738,-0.5662332052372254,166732.75253293593,-21073.752532935934,0.49849474843798613,0.23136084572255874
2018-03-20,,755377,43733,203596,112108,124554,153674,31836,69783,38304,23221.0,-17621.0,6201.0,121838,-12446,-159863,31479,0.1612942941074457,-0.016476540853110434,-0.21163339630409717,-0.22338507871292998,-0.22338507871292998,-0.8308008497905919,163407.21530827403,-41569.215308274026,0.3983366549778417,0.17777083496055612
2018-03-27,,740664,48140,225378,107335,165254,193929,21095,73853,34807,-14712.0,40255.0,-10741.0,172834,-57919,-177238,39046,0.23335007506777702,-0.07819875139064407,-0.23929609107503538,0.11699530938548836,0.11699530938548836,1.748491067913545,164105.4956558093,8728.504344190704,0.6127551149120816,0.3115488264584211
2018-04-03,,702091,51465,217596,114306,144463,166991,29142,74467,39135,-38573.0,-26938.0,8047.0,137849,-30157,-166131,35332,0.19634064530096526,-0.042953121461462976,-0.23662317277959694,-0.11195575609329513,-0.11195575609329513,-1.1852924037447903,162160.57005167528,-24311.570051675284,0.4656567185515948,0.23929376676242825
2018-04-10,,725402,55446,220103,117876,138698,169368,31156,75917,49902,23311.0,2378.0,2013.0,138212,-20822,-164657,26015,0.19053159489496857,-0.02870408408027549,-0.2269872429356412,-0.10905208097669841,-0.10905208097669841,0.012383126058640795,160386.60189969934,-22174.601899699337,0.46718299318011725,0.21923567897524407
2018-04-17,,745971,57414,230244,121868,144793,171740,28146,77597,47274,20569.0,2372.0,-3010.0,143594,-22925,-172830,30323,0.1924927376533404,-0.030731757668863803,-0.2316846097234343,-0.06864405313793068,-0.06864405313793068,0.18446671359674413,159142.70546268456,-15548.705462684564,0.48981222196994545,0.2232244953222042
2018-04-24,,731775,56302,218111,123968,129967,157977,43614,71218,43668,-14196.0,-13763.0,15468.0,114363,-5999,-161809,27550,0.1562816439479348,-0.008197875029893067,-0.2211185132041953,-0.28986918989556976,-0.28986918989556976,-0.992842047752684,155825.69024322645,-41462.69024322645,0.36690717054752475,0.16447951897782787
2018-05-01,,715229,54547,201900,124542,107539,128474,76489,74827,23444,-16546.0,-29503.0,32875.0,51985,17003,-147353,51383,0.07268301481064107,0.023772805632881217,-0.2060221271788476,-1.066080322570408,-1.066080322570408,-2.0399632060385215,148133.7872622467,-96148.78726224671,0.10463180201316885,0.04891020917775986
2018-05-08,,699566,57458,203023,122091,109740,118003,65382,73835,22917,-15663.0,-10471.0,-11107.0,52621,12351,-145565,50918,0.07521949322865891,0.017655231958099735,-0.20807900898557105,-1.0478767457194074,-1.0478767457194074,0.021300338993164348,141058.76598356178,-88437.76598356178,0.10730593607305935,0.05756426127055918
2018-05-15,,740326,60469,196985,122860,94746,107133,75806,75139,25889,40760.0,-10871.0,10423.0,31327,28114,-136516,49250,0.042315142248144734,0.03797516229336806,-0.1843998454734806,-1.5615529654285771,-1.5615529654285771,-0.7165717624270015,132930.48702181646,-101603.48702181646,0.017772900426347788,0.004339979954776675
2018-05-22,,730741,63785,188967,119998,98743,94527,67000,73385,23502,-9585.0,-12606.0,-8806.0,27527,21255,-125182,49883,0.03766998156665631,0.029086913147065786,-0.17130830212072404,-1.6791891174528213,-1.6791891174528213,-0.1314126404332174,125122.82131649672,-97595.82131649672,0.0017953698798321518,0.008583068419590525
2018-05-29,,670827,53359,188993,115681,115640,113702,52467,75551,24032,-59914.0,19175.0,-14532.0,61235,41,-135634,51519,0.09128284937845375,6.111858944258356e-05,-0.20218923805988728,-0.8704297140923507,-0.8704297140923507,1.152217176331104,120390.39010786734,-59155.39010786734,0.1435244750540293,0.09122173078901118
2018-06-05,,648436,59091,157303,99212,132695,107178,49112,73634,24455,-22391.0,-6524.0,-3355.0,58066,-33483,-98212,49179,0.08954777341171681,-0.05163655318335194,-0.15145982024440346,-0.908116010924852,-0.908116010924852,-0.11091097535936907,115773.76861839568,-57707.76861839568,0.13020005550089558,0.14118432659506874
2018-06-12,,651671,59613,155891,96436,137439,111367,46795,74007,23119,3235.0,4189.0,-2317.0,64572,-41003,-96278,50888,0.0990868091414226,-0.06291978621114028,-0.1477401940549756,-0.7897590918783534,-0.7897590918783534,0.22835705495914912,111981.04501703304,-47409.045017033044,0.15755526964185104,0.16200659535256287
2018-06-19,,691070,60845,134176,101191,130869,98432,74918,82798,22563,39399.0,-12934.0,28123.0,23514,-29678,-73331,60235,0.03402549669353322,-0.04294499833591387,-0.10611226069717973,-1.788817452317311,-1.788817452317311,-1.45441552985159,105427.9305713269,-81913.9305713269,0.0,0.07697049502944708
2018-06-26,,664598,59652,131452,107185,121816,99685,95499,82189,21384,-26472.0,1252.0,20580.0,4186,-14631,-71800,60805,0.006298544383221135,-0.022014811961516587,-0.10803523332901994,-3.5047006295440166,-3.5047006295440166,-0.68821420570666,97928.52830678417,-93742.52830678417,0.0,0.028313356344737722
2018-07-03,,714279,55758,128168,101585,112055,109569,105278,86258,24230,49680.0,9884.0,9779.0,4291,-10470,-72410,62028,0.006007456470090819,-0.014658137786495194,-0.10137495292455749,-3.475292175537702,-3.475292175537702,0.0038074169302701882,90992.41509887423,-86701.41509887423,0.00040268765244603984,0.020665594256586012
2018-07-10,,719736,49691,119335,96002,116233,110982,107752,86607,20781,5458.0,1413.0,2474.0,3230,-20231,-69644,65826,0.004487756621872464,-0.028108917714273013,-0.09676325763891204,-3.756013112425346,-3.756013112425346,-0.03852385106420999,84491.49546192058,-81261.49546192058,0.0,0.03259667433614548
2018-07-17,,768264,46729,119094,108671,93397,109660,131815,84138,23092,48527.0,-1322.0,24063.0,-22155,15274,-72365,61046,-0.02883774327574896,0.01988118667541366,-0.09419288161361199,-1.8295039765112453,1.8295039765112453,-0.9146100701182757,76591.75505733387,-98746.75505733387,0.0,-0.04871892995116262
2018-07-24,,751269,48400,104594,103362,96988,114944,142100,82935,23447,-16995.0,5284.0,10285.0,-27156,6374,-56194,59488,-0.036146839547485654,0.0084843112120958,-0.07479877380805011,-1.6192749875056962,1.6192749875056962,-0.18560850922172512,68906.73616419802,-96062.73616419802,0.0,-0.044631150759581455
2018-07-31,,661303,46099,95882,107393,89349,112509,153596,79039,21019,-89966.0,-2435.0,11496.0,-41087,18044,-49783,58020,-0.0621303698909577,0.027285525696995175,-0.07528016658022117,-1.1936590209218398,1.1936590209218398,-0.5346510072581727,60759.05200388706,-101846.05200388706,0.0,-0.08941589558795288
2018-08-07,,684599,45284,91404,117572,79687,107098,170380,80372,24085,23296.0,-5411.0,16784.0,-63282,37885,-46120,56287,-0.09243659426905386,0.055338964853877966,-0.06736790442288113,-0.7510118217642074,0.7510118217642074,-0.8521059317618623,51570.825929525054,-114852.82592952505,0.0,-0.14777555912293183
2018-08-14,,741105,51400,91087,124998,73738,110480,187753,80442,28519,56506.0,3382.0,17373.0,-77273,51260,-39687,51923,-0.10426727656674831,0.06916698713407682,-0.05355111623858967,-0.5364946570589078,0.5364946570589078,-0.5530961161829272,42026.83882363431,-119299.83882363432,0.0,-0.17343426370082513
2018-08-21,,772428,53126,91334,118567,67650,111920,190499,80433,25818,31324.0,1441.0,2746.0,-78579,50917,-38208,54615,-0.10172986996846307,0.06591811793461656,-0.049464804486631764,-0.5024490079394773,0.5024490079394773,-0.052001301585752675,33093.072984846585,-111672.07298484659,0.0,-0.16764798790307964
2018-08-28,,719898,50232,89739,114350,73264,113983,183436,80201,27701,-52531.0,2063.0,-7063.0,-69453,41086,-39507,52500,-0.09647616745705642,0.05707197408521763,-0.05487860780277206,-0.6015556053363756,0.6015556053363756,0.3719981602881318,25497.067578561655,-94950.06757856166,0.02656668015475397,-0.15354814154227406
2018-09-04,,717213,50945,88523,120443,57443,105397,184315,73029,28367,-2685.0,-8586.0,878.0,-78918,63000,-37578,44662,-0.11003425760548122,0.08784001405440225,-0.05239447695454488,-0.4475606812532667,0.4475606812532667,-0.38933576886349797,17762.61812829783,-96680.61812829782,0.0,-0.19787427165988347
2018-09-11,,713486,52096,90851,120938,62890,103747,175172,72527,29618,-3727.0,-1650.0,-9143.0,-71425,58048,-38755,42909,-0.10010707988664108,0.08135828874007339,-0.054317814224806096,-0.5167181396245489,0.5167181396245489,0.309659436784895,11156.127896572063,-82581.12789657206,0.023301447905264207,-0.18146536862671447
2018-09-18,,717124,54106,91046,119954,65199,103764,178154,73678,28206,3638.0,17.0,2982.0,-74390,54755,-36940,45472,-0.10373380335897278,0.07635360132975608,-0.05151131464014592,-0.44865063031196345,0.44865063031196345,-0.12303891126335403,4819.37768201117,-79209.37768201117,0.015426914651139814,-0.18008740468872886
2018-09-25,,678450,49488,87795,117964,59329,104718,182031,72353,27803,-38675.0,955.0,3878.0,-77313,58635,-38307,44550,-0.11395533937652001,0.08642493919964625,-0.05646252487287199,-0.38885441539778476,0.38885441539778476,-0.12345352865679804,-1264.5021462859536,-76048.49785371404,0.005468241611104108,-0.20038027857616625
2018-10-02,,690249,54092,90903,114258,56422,107323,180451,71412,33485,11800.0,2605.0,-1581.0,-73128,57836,-36811,37927,-0.10594437659453328,0.0837900525752301,-0.05333003017751565,-0.42532760232791844,0.42532760232791844,0.17706653511819415,-6587.724209524031,-66540.27579047596,0.019726553849403604,-0.18973442916976338
2018-10-09,,705337,57738,91073,120906,44954,86777,189786,72066,26056,15088.0,-20546.0,9335.0,-103009,75952,-33335,46010,-0.1460422464722537,0.1076818598769099,-0.04726109646878017,-0.06930753184346188,0.06930753184346188,-1.2509734080631216,-13730.040934744473,-89278.95906525553,0.0,-0.2537241063491636
2018-10-16,,739876,60523,123707,108082,75899,107401,144773,76526,24195,34538.0,20623.0,-45013.0,-37372,32183,-63184,52331,-0.050511166736047663,0.04349782936600187,-0.0853980937346258,-1.0589348013317565,1.0589348013317565,2.540077231987331,-15481.297161800438,-21890.702838199562,0.2066630143197189,-0.09400899610204953
2018-10-23,,758944,59898,129500,104645,82626,109469,136368,78079,22777,19068.0,2069.0,-8404.0,-26899,22019,-69602,55302,-0.035442667706708265,0.02901268077750137,-0.09170900619808577,-1.3613392293380213,1.3613392293380213,0.4040819674894283,-16327.052927592998,-10571.947072407002,0.23963803982317602,-0.06445534848420964
2018-10-30,,720853,59443,120015,107379,72734,89265,134887,73070,21472,-38091.0,-20204.0,-1481.0,-45622,34645,-60572,51598,-0.06328890911184389,0.04806111648283353,-0.08402822766916417,-0.8106321074621371,0.8106321074621371,-0.7201749704793043,-18497.049007030553,-27124.950992969447,0.180687270941172,-0.11135002559467741
2018-11-06,,746222,60091,121911,103815,75886,91674,129160,71450,21754,25369.0,2408.0,-5728.0,-37486,27929,-61820,49696,-0.050234380653478454,0.03742719994854078,-0.08284397940559243,-0.981223232762673,0.981223232762673,0.3128317310248577,-19903.637969472733,-17582.362030527267,0.2063040767748517,-0.08766158060201923
2018-11-13,,786537,68679,111397,114063,61311,83109,153973,69720,21787,40314.0,-8565.0,24813.0,-70864,52752,-42718,47933,-0.09009620653573831,0.06706868208361463,-0.05431149456414638,-0.32301918167043014,0.32301918167043014,-1.2706551342700054,-23678.47960136364,-47185.52039863636,0.10121094192768353,-0.15716488861935296
2018-11-20,,781916,67244,114122,105408,78876,91096,134460,69065,21084,-4621.0,7987.0,-19513.0,-43364,26532,-46878,47981,-0.05545864261634242,0.03393203361997964,-0.059952731495454756,-0.7875331788900657,0.7875331788900657,1.0319483023520937,-25136.666297558928,-18227.333702441072,0.18779675318950642,-0.08939067623632205
2018-11-27,,629993,49372,89662,104216,75479,86219,138047,66951,17641,-151923.0,-4877.0,3587.0,-51828,28737,-40290,49310,-0.08226758075089723,0.045614792545314,-0.06395309154228698,-0.5780055658508889,0.5780055658508889,-0.3220517314557731,-27113.802127369378,-24714.197872630622,0.16114721477059482,-0.12788237329621122
2018-12-04,,602198,35386,91482,94297,101421,106077,107616,67620,13361,-27795.0,19858.0,-30431.0,-1539,-7124,-56096,54259,-0.0025556378466882984,-0.011829996114234853,-0.0931520861909206,-4.065568356739073,4.065568356739073,1.9334568003284254,-25219.37234015683,23680.37234015683,0.31948590068135163,0.009274358267546554
2018-12-11,,616571,35486,102013,95373,115366,98251,87999,73101,14651,14373.0,-7826.0,-19616.0,10252,-19993,-66527,58450,0.016627444365693488,-0.03242611151027214,-0.10789836044835063,-2.15406713596138,-2.15406713596138,0.4752550939231419,-22591.863277922992,32843.863277922996,0.3566107479754663,0.049053555875965625
2018-12-18,,649633,36358,100804,92912,134160,112974,88405,74706,11778,33062.0,14723.0,406.0,24569,-41248,-64446,62928,0.037819815187959974,-0.06349431140351552,-0.09920370424532005,-1.266358644535938,-1.266358644535938,0.5754153774983913,-19098.465998076845,43667.46599807685,0.4016888956058488,0.1013141265914755
2018-12-24,,716336,41736,111776,88577,168135,132126,75177,85876,11470,66703.0,19152.0,-13228.0,56949,-79558,-70040,74406,0.07950040204596726,-0.1110624064684729,-0.09777534564785241,-0.41393316282444664,-0.41393316282444664,1.2902406415096364,-13465.320368589671,70414.32036858967,0.5036397526479516,0.19056280851444016
